,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,month_sold,age
17669,3,2.0,2560,1.0,0.0,0.0,3,8,7,35
17670,3,1.5,1350,1.0,0.0,0.0,5,6,5,81
17671,4,2.25,1240,1.0,0.0,0.0,3,8,4,48
17672,4,2.75,3210,1.0,0.0,2.0,4,7,1,46
17673,3,2.5,1690,2.0,0.0,0.0,3,7,1,19
17674,4,2.5,2550,2.0,0.0,0.0,3,9,2,30
17675,5,1.75,3240,2.0,0.0,0.0,4,7,5,59
17676,4,2.5,3560,2.0,0.0,0.0,3,10,2,21
17677,3,2.5,2160,1.0,0.0,0.0,3,7,12,15
17678,4,2.5,3060,2.0,0.0,0.0,3,9,12,16
17679,3,2.5,1690,2.0,0.0,0.0,4,7,5,30
17680,3,2.25,1520,2.0,0.0,0.0,4,7,7,30
17681,4,2.5,2040,2.0,0.0,0.0,3,7,9,28
17682,3,2.0,2360,1.0,0.0,0.0,4,8,2,71
17683,4,1.75,1360,1.5,0.0,0.0,4,7,7,94
17684,3,2.5,2000,2.0,0.0,0.0,4,7,5,30
17685,3,2.5,1650,2.0,0.0,0.0,3,8,1,21
17686,3,3.0,2500,2.0,0.0,0.0,3,8,6,25
17687,3,1.5,1140,1.0,0.0,0.0,3,7,11,46
17688,3,1.5,2140,1.5,0.0,0.0,3,9,2,44
17689,3,2.75,2870,2.0,0.0,2.0,3,8,12,38
17690,2,1.0,830,1.0,0.0,0.0,5,6,8,72
17691,3,2.25,1960,2.0,0.0,0.0,3,8,4,38
17692,4,1.5,1130,1.0,0.0,0.0,3,6,4,54
17693,5,2.75,3630,2.0,0.0,0.0,3,11,12,22
17694,4,2.0,1764,1.0,0.0,0.0,5,7,3,80
17695,3,2.75,2770,1.0,0.0,0.0,4,8,4,63
17696,3,2.5,2650,2.0,0.0,0.0,3,9,4,20
17697,3,2.75,2500,2.0,0.0,0.0,5,9,9,43
17698,3,1.0,2710,2.0,0.0,3.0,4,7,6,72
17699,3,2.25,2490,2.0,0.0,0.0,4,8,11,47
17700,3,1.75,1500,1.0,0.0,0.0,3,7,4,43
17701,3,2.0,1160,1.0,0.0,0.0,5,5,11,91
17702,4,1.5,1880,1.0,0.0,2.0,5,8,6,68
17703,3,2.5,1340,2.0,0.0,0.0,3,7,3,20
17704,3,2.5,1960,2.0,0.0,0.0,3,8,4,23
17705,3,2.25,2030,1.0,0.0,0.0,4,8,5,38
17706,5,3.0,2200,1.0,0.0,0.0,3,7,9,35
17707,3,2.0,2540,1.5,0.0,0.0,5,9,6,92
17708,3,2.0,1520,1.0,0.0,0.0,3,8,7,29
17709,3,2.25,2360,2.0,0.0,0.0,4,8,10,109
17710,3,1.75,1340,1.5,0.0,0.0,3,7,4,103
17711,2,1.5,1400,2.0,0.0,0.0,3,7,2,82
17712,4,2.75,3030,1.0,0.0,0.0,4,8,8,63
17713,3,2.5,3200,1.0,0.0,0.0,3,10,6,22
17714,4,1.5,1580,1.0,0.0,0.0,4,7,4,67
17715,2,1.0,2120,1.0,0.0,0.0,4,7,12,99
17716,2,1.0,1640,1.0,0.0,0.0,4,7,11,85
17717,3,2.25,1890,1.0,0.0,0.0,3,8,3,45
17718,4,2.0,1710,1.5,0.0,0.0,4,7,10,115
17719,2,2.0,1140,1.0,0.0,0.0,3,6,5,98
17720,4,3.0,2720,2.0,0.0,0.0,5,8,6,103
17721,2,1.75,1650,1.0,0.0,0.0,4,7,6,75
17722,3,1.75,1790,1.0,0.0,0.0,4,8,7,43
17723,4,1.75,1680,1.5,0.0,0.0,3,7,9,74
17724,3,1.75,2200,1.0,0.0,0.0,4,7,9,58
17725,2,1.0,830,1.0,0.0,0.0,3,6,4,81
17726,2,1.0,770,1.0,0.0,0.0,3,7,10,79
17727,4,2.5,3280,2.0,0.0,0.0,3,10,6,21
17728,3,3.25,2080,2.0,0.0,2.0,4,8,10,38
17729,4,2.5,2790,2.0,0.0,0.0,4,9,6,33
17730,5,3.5,4150,2.0,0.0,0.0,3,11,2,16
17731,3,2.25,1780,2.0,0.0,0.0,3,7,10,35
17732,4,1.75,1460,1.0,0.0,0.0,4,7,4,55
17733,3,1.0,1410,1.0,0.0,0.0,3,8,4,64
17734,4,2.25,2170,1.0,0.0,0.0,4,8,6,46
17735,2,1.0,690,1.0,0.0,0.0,3,6,2,104
17736,4,3.0,3000,2.0,0.0,0.0,3,8,8,19
17737,3,1.0,870,1.0,0.0,0.0,5,6,3,53
17738,4,2.5,3170,1.0,0.0,0.0,4,9,3,44
17739,4,1.0,1540,1.0,0.0,0.0,4,6,12,53
17740,3,1.0,1270,1.0,0.0,0.0,3,7,9,54
17741,3,1.75,2190,1.0,0.0,0.0,3,8,4,65
17742,4,3.5,4410,2.0,0.0,0.0,3,11,6,33
17743,4,2.5,2790,2.0,0.0,0.0,3,9,8,18
17744,3,1.0,1510,1.0,0.0,0.0,3,8,3,69
17745,2,1.75,1800,1.0,0.0,3.0,4,7,4,70
17746,4,1.0,2410,1.0,0.0,0.0,3,7,11,65
17747,4,2.75,2250,1.0,0.0,0.0,4,8,6,47
17748,3,1.0,950,1.5,0.0,0.0,3,6,11,93
17749,4,1.75,2860,1.0,0.0,0.0,3,8,6,44
17750,4,1.75,2860,1.0,0.0,0.0,3,8,4,44
17751,2,1.0,1560,1.0,0.0,0.0,4,7,2,68
17752,2,1.5,1940,1.0,0.0,0.0,3,7,9,85
17753,4,3.25,3580,1.5,1.0,4.0,4,7,1,107
17754,4,2.5,2040,2.0,0.0,0.0,3,7,7,23
17755,5,1.0,1700,1.5,0.0,0.0,4,7,4,68
17756,4,2.5,3700,1.0,0.0,0.0,5,8,10,49
17757,2,1.75,1050,1.0,0.0,0.0,4,8,8,48
17758,3,2.0,1690,1.0,0.0,0.0,4,7,5,53
17759,2,1.0,1120,1.0,0.0,0.0,4,7,3,83
17760,3,1.75,1490,2.0,0.0,0.0,3,10,7,14
17761,5,2.0,2220,1.5,0.0,0.0,4,7,12,97
17762,3,2.5,2160,1.5,0.0,0.0,4,8,7,83
17763,2,1.0,870,1.0,0.0,0.0,3,7,5,85
17764,3,1.75,1900,1.0,0.0,0.0,4,8,4,66
17765,4,3.5,3370,2.0,0.0,2.0,3,8,6,14
17766,3,2.75,3370,1.5,0.0,1.0,4,7,4,112
17767,2,1.0,880,1.0,0.0,0.0,4,7,11,113
17768,2,1.0,940,1.0,0.0,0.0,4,5,6,70
17769,3,1.0,1340,1.0,0.0,0.0,3,7,4,48
17770,3,1.5,1440,1.0,0.0,0.0,4,7,4,63
17771,3,1.5,1750,1.0,0.0,0.0,4,7,8,70
17772,5,3.5,3990,2.0,0.0,0.0,3,8,3,18
17773,3,2.5,2860,2.0,0.0,0.0,3,8,6,22
17774,4,2.5,1940,2.0,0.0,0.0,3,8,4,19
17775,2,1.5,1400,1.0,0.0,0.0,5,7,9,75
17776,3,2.5,1770,2.0,0.0,0.0,4,7,1,35
17777,4,2.0,1710,1.5,0.0,0.0,4,8,8,96
17778,4,2.5,2810,2.0,0.0,0.0,3,8,8,19
17779,3,1.0,1580,1.0,0.0,0.0,4,8,10,67
17780,3,1.0,1580,1.5,0.0,0.0,3,7,6,96
17781,3,1.0,1440,1.5,0.0,0.0,3,7,11,85
17782,4,2.5,2420,2.0,0.0,0.0,3,10,10,24
17783,4,1.5,1930,1.0,0.0,0.0,5,7,8,76
17784,3,1.0,1190,1.0,0.0,0.0,5,7,9,79
17785,4,2.5,2240,1.0,0.0,2.0,3,7,9,43
17786,2,2.5,2550,2.5,0.0,0.0,3,7,9,29
17787,2,1.0,920,1.0,0.0,0.0,3,6,5,112
17788,4,1.75,1520,1.0,0.0,0.0,4,7,9,67
17789,3,2.0,1460,1.5,0.0,0.0,4,7,12,110
17790,1,1.5,1900,1.5,0.0,0.0,5,9,10,45
17791,3,1.5,1430,1.0,0.0,0.0,1,7,5,67
17792,3,2.5,2500,2.0,0.0,0.0,3,8,7,21
17793,2,1.0,720,1.0,0.0,0.0,3,5,9,79
17794,2,1.0,1140,1.0,0.0,0.0,3,7,6,75
17795,4,4.0,3530,2.0,0.0,0.0,3,10,10,30
17796,3,2.0,1220,1.0,0.0,0.0,3,6,4,52
17797,3,1.0,1320,1.0,0.0,0.0,4,7,6,55
17798,4,3.0,2170,1.0,0.0,0.0,4,8,5,54
17799,3,2.5,2020,2.0,0.0,0.0,4,8,10,41
17800,3,2.5,1990,2.0,0.0,0.0,3,8,10,33
17801,4,2.0,2660,1.5,0.0,0.0,4,7,6,99
17802,4,2.5,2360,1.0,0.0,0.0,4,8,10,49
17803,3,2.0,2740,1.0,0.0,2.0,3,9,4,23
17804,3,1.75,1360,1.0,0.0,0.0,4,7,4,84
17805,2,1.0,1230,1.0,0.0,0.0,5,6,8,111
17806,3,1.5,1260,1.0,0.0,0.0,4,7,5,67
17807,2,1.0,1040,1.0,0.0,0.0,3,7,9,76
17808,4,2.5,2700,1.0,0.0,0.0,3,8,4,44
17809,3,1.75,1800,2.0,0.0,0.0,4,7,11,116
17810,3,1.5,1590,1.0,0.0,0.0,3,7,10,58
17811,3,2.75,1360,1.0,0.0,2.0,4,7,2,67
17812,3,1.75,1370,1.0,0.0,0.0,3,7,1,63
17813,4,2.5,3320,2.0,0.0,0.0,3,10,5,27
17814,4,2.5,2980,1.0,0.0,0.0,4,8,9,45
17815,3,2.5,1350,3.0,0.0,0.0,3,8,5,17
17816,3,1.0,1160,1.0,0.0,0.0,4,7,10,55
17817,3,2.25,1480,2.0,0.0,0.0,4,8,6,108
17818,3,2.0,1640,1.0,0.0,3.0,4,7,7,98
17819,4,2.5,2680,2.0,0.0,0.0,3,8,5,18
17820,4,2.25,2440,1.0,0.0,0.0,3,7,4,70
17821,4,2.5,2920,2.0,0.0,0.0,3,9,2,25
17822,3,2.25,1780,2.0,0.0,0.0,4,7,2,37
17823,4,2.5,2170,1.0,0.0,0.0,3,8,7,44
17824,4,4.5,5550,2.0,0.0,0.0,3,9,5,19
17825,4,2.5,2060,1.0,0.0,0.0,3,7,8,54
17826,3,1.5,1050,1.0,0.0,0.0,5,6,9,53
17827,2,1.0,790,1.0,0.0,0.0,3,6,3,78
17828,3,1.0,1010,1.0,0.0,0.0,3,6,3,80
17829,2,1.0,1040,1.0,0.0,0.0,4,6,8,72
17830,4,3.5,3130,2.0,0.0,0.0,3,9,1,8
17831,2,1.0,900,1.0,0.0,0.0,3,6,4,71
17832,4,1.0,1470,1.5,0.0,0.0,3,7,2,104
17833,4,1.0,1080,1.5,0.0,0.0,5,5,7,122
17834,3,2.25,2440,1.0,0.0,0.0,3,7,3,60
17835,4,1.75,2520,1.0,0.0,0.0,4,7,5,66
17836,4,1.75,1760,1.0,0.0,0.0,3,7,2,76
17837,3,2.25,1820,1.0,0.0,0.0,3,8,9,45
17838,3,2.25,1820,1.0,0.0,0.0,3,8,4,45
17839,4,2.5,3040,2.0,0.0,0.0,3,8,5,23
17840,5,3.25,3490,1.0,0.0,0.0,4,8,1,65
17841,4,1.5,2440,1.0,0.0,0.0,4,8,10,72
17842,3,1.75,2280,2.0,0.0,0.0,3,8,11,73
17843,3,2.25,1980,1.0,0.0,0.0,4,9,5,48
17844,5,1.75,2360,1.0,0.0,0.0,5,7,4,82
17845,3,3.75,3890,1.0,0.0,2.0,3,8,5,79
17846,4,2.5,2300,1.0,0.0,0.0,4,7,8,61
17847,2,1.0,910,1.0,0.0,0.0,3,7,5,80
17848,3,2.0,1140,1.0,0.0,0.0,3,7,8,28
17849,4,2.5,2390,2.0,0.0,0.0,3,9,7,16
17850,3,1.0,1150,1.0,0.0,2.0,3,7,5,79
17851,5,2.0,2330,1.0,0.0,0.0,4,7,10,61
17852,3,2.5,2420,2.0,0.0,0.0,4,9,8,35
17853,4,1.75,960,1.0,0.0,0.0,5,6,11,73
17854,1,1.75,1010,1.0,0.0,0.0,4,6,8,54
17855,4,2.5,2370,2.0,0.0,0.0,3,8,8,21
17856,3,1.75,2880,1.0,0.0,0.0,3,8,6,64
17857,4,2.25,2400,1.5,0.0,0.0,3,8,8,58
17858,5,2.5,3670,1.5,0.0,0.0,3,8,3,49
17859,3,1.5,1140,1.0,0.0,0.0,3,7,3,37
17860,3,1.75,1410,1.0,0.0,0.0,3,7,3,42
17861,6,1.0,1530,1.5,0.0,0.0,4,7,2,101
17862,4,1.75,1720,1.5,0.0,0.0,4,7,6,97
17863,3,2.5,1620,1.0,0.0,2.0,4,6,3,62
17864,3,1.75,1570,1.0,0.0,0.0,3,7,1,82
17865,5,2.75,1990,1.5,0.0,0.0,4,7,8,109
17866,2,1.0,930,1.0,0.0,2.0,3,7,4,81
17867,3,1.75,1550,1.0,0.0,0.0,4,7,9,41
17868,4,1.0,1650,1.0,0.0,0.0,3,7,4,56
17869,2,1.0,800,1.0,0.0,2.0,3,7,5,82
17870,2,1.0,930,1.0,0.0,0.0,4,6,10,103
17871,4,1.5,2550,1.5,0.0,0.0,4,7,10,96
17872,2,1.0,720,1.0,0.0,0.0,5,5,11,80
17873,2,1.0,620,1.0,0.0,0.0,3,6,11,81
17874,3,2.5,2360,2.0,0.0,0.0,3,10,7,35
17875,3,1.75,1760,1.0,0.0,0.0,4,8,6,62
17876,3,1.75,2100,1.0,0.0,0.0,4,7,9,65
17877,5,2.25,2480,2.0,0.0,0.0,3,9,6,44
17878,3,1.0,1040,2.0,0.0,0.0,3,6,6,80
17879,3,2.5,1656,1.0,0.0,0.0,4,7,4,37
17880,4,2.0,2090,1.5,0.0,0.0,5,7,6,95
17881,6,2.75,2520,2.0,1.0,4.0,3,7,7,68
17882,2,1.0,700,1.0,0.0,0.0,3,6,10,79
17883,4,3.25,4030,2.0,0.0,0.0,3,11,7,34
17884,2,1.0,760,1.0,0.0,0.0,3,6,3,76
17885,4,5.25,6500,2.0,0.0,0.0,3,11,7,21
17886,3,2.0,1840,2.0,0.0,0.0,5,7,7,76
17887,3,2.0,1090,1.0,0.0,0.0,4,7,7,32
17888,4,2.5,2980,1.5,1.0,4.0,5,8,9,94
17889,4,2.25,1900,1.0,0.0,0.0,4,9,1,56
17890,4,2.5,2790,2.0,0.0,0.0,4,10,8,58
17891,2,1.0,1280,1.0,0.0,2.0,4,8,12,71
17892,3,1.0,1510,1.0,0.0,0.0,3,7,7,60
17893,1,1.0,920,1.5,0.0,0.0,3,6,12,78
17894,2,1.0,700,1.0,0.0,0.0,3,7,2,95
17895,2,1.75,1980,2.0,0.0,1.0,5,7,11,45
17896,3,1.0,1440,1.5,0.0,0.0,3,8,8,93
17897,4,4.0,2740,2.0,0.0,0.0,4,9,1,32
17898,2,1.0,1400,1.0,0.0,0.0,3,7,8,73
17899,3,1.75,2270,1.0,0.0,0.0,3,7,12,74
17900,3,2.25,1310,1.0,0.0,0.0,3,7,7,72
17901,3,1.75,1680,1.0,0.0,0.0,4,8,2,54
17902,3,2.25,2260,1.0,0.0,0.0,3,9,7,45
17903,3,2.25,1350,2.0,0.0,0.0,3,8,10,15
17904,2,1.5,1820,2.0,0.0,0.0,3,7,6,101
17905,3,3.5,3380,3.0,0.0,0.0,3,10,7,14
17906,4,1.75,2140,1.0,0.0,0.0,5,7,7,63
17907,4,2.5,2430,2.0,0.0,0.0,3,8,10,12
17908,2,1.0,940,1.0,0.0,0.0,3,6,7,79
17909,3,1.5,2070,1.0,0.0,0.0,4,7,6,74
17910,4,1.0,1510,1.5,0.0,0.0,3,7,10,116
17911,4,1.75,2550,1.0,0.0,0.0,3,8,11,40
17912,2,1.0,700,1.0,0.0,0.0,3,7,9,74
17913,3,1.0,1150,1.0,0.0,0.0,3,6,2,112
17914,3,2.5,2340,2.0,0.0,0.0,3,7,10,18
17915,3,3.25,1510,3.0,0.0,0.0,3,7,10,15
17916,3,2.0,2070,1.0,0.0,1.0,3,7,8,76
17917,2,1.0,1150,1.0,0.0,0.0,4,7,9,98
17918,4,2.75,2190,1.5,0.0,0.0,5,7,2,93
17919,4,1.75,1980,1.0,0.0,0.0,2,7,6,44
17920,3,1.0,960,1.0,0.0,0.0,4,6,4,64
17921,3,1.75,2180,1.0,0.0,2.0,3,8,2,73
17922,4,2.5,2560,2.0,0.0,0.0,3,8,11,33
17923,4,2.25,2270,1.0,0.0,2.0,4,7,9,63
17924,5,2.75,3550,2.0,0.0,0.0,3,7,7,62
17925,3,2.0,1330,1.0,0.0,0.0,3,8,10,34
17926,4,2.5,2110,2.0,0.0,0.0,3,8,3,34
17927,4,3.25,3470,1.0,0.0,3.0,3,11,7,33
17928,4,3.0,1550,1.0,0.0,0.0,3,7,12,104
17929,2,1.0,570,1.0,0.0,1.0,3,6,8,86
17930,3,2.5,2030,3.0,0.0,0.0,3,9,3,9
17931,3,2.0,1500,1.0,0.0,0.0,3,7,4,35
17932,2,1.0,920,1.0,0.0,0.0,3,6,3,67
17933,3,1.0,1470,1.0,0.0,0.0,3,7,11,69
17934,2,1.0,1150,1.0,0.0,0.0,3,7,9,105
17935,4,3.0,4180,2.0,0.0,0.0,3,11,9,36
17936,3,1.75,1690,1.0,0.0,0.0,3,7,7,35
17937,4,2.75,2150,1.0,0.0,0.0,5,8,6,46
17938,3,3.25,2330,1.0,0.0,2.0,3,10,3,58
17939,4,2.0,2680,2.0,0.0,2.0,4,7,7,79
17940,3,2.5,1740,2.0,0.0,0.0,3,8,8,14
17941,2,1.75,1320,1.0,0.0,1.0,3,7,10,67
17942,4,3.5,3150,2.0,0.0,0.0,3,9,7,8
17943,4,3.0,2480,1.0,0.0,0.0,5,7,7,109
17944,4,3.0,3330,1.0,0.0,0.0,3,8,6,64
17945,3,1.0,1010,1.0,0.0,0.0,3,7,1,51
17946,6,3.25,4920,1.0,0.0,3.0,4,9,7,62
17947,4,1.75,1570,1.0,0.0,0.0,3,7,8,62
17948,5,3.75,3580,2.0,0.0,0.0,3,10,5,23
17949,3,1.75,2220,1.0,0.0,0.0,4,8,7,55
17950,3,1.5,1010,1.0,0.0,0.0,3,7,7,53
17951,2,1.0,1440,1.0,0.0,0.0,4,7,4,73
17952,3,1.0,1230,1.0,0.0,0.0,3,7,1,67
17953,3,1.75,1710,1.0,0.0,0.0,3,8,10,41
17954,3,3.0,2390,2.0,0.0,0.0,3,8,4,34
17955,3,2.75,2840,1.0,0.0,0.0,3,9,3,34
17956,4,2.5,2300,2.0,0.0,0.0,3,9,6,32
17957,5,3.0,2270,1.0,0.0,0.0,3,7,4,33
17958,3,2.5,2290,2.0,0.0,0.0,3,9,4,25
17959,4,1.0,1330,1.0,0.0,0.0,4,7,12,65
17960,3,1.0,1200,1.5,0.0,0.0,2,7,3,104
17961,3,2.25,2160,2.0,0.0,0.0,4,7,12,35
17962,3,1.0,1120,1.0,0.0,0.0,4,7,2,56
17963,4,2.5,2090,1.0,0.0,0.0,3,7,1,60
17964,3,3.25,1470,3.0,0.0,0.0,3,8,7,19
17965,3,1.75,2270,2.0,0.0,0.0,3,8,11,43
17966,4,3.75,4100,1.5,0.0,3.0,5,11,6,88
17967,3,1.75,1440,1.0,0.0,0.0,4,6,9,105
17968,3,1.5,1200,1.0,0.0,0.0,4,7,6,60
17969,3,1.75,1720,1.0,0.0,0.0,3,7,8,65
17970,1,0.75,930,1.0,0.0,0.0,3,6,5,98
17971,4,2.5,2400,2.0,0.0,0.0,3,8,9,20
17972,4,2.5,1960,2.0,0.0,0.0,3,8,4,23
17973,4,1.75,1890,1.0,0.0,0.0,3,8,1,58
17974,3,2.25,1590,2.0,0.0,0.0,3,7,10,21
17975,4,2.5,2590,2.0,0.0,0.0,4,9,8,29
17976,3,1.0,860,1.5,0.0,0.0,3,7,5,95
17977,3,2.5,1270,2.0,0.0,0.0,3,8,6,18
17978,2,2.25,1130,2.0,0.0,0.0,3,8,12,12
17979,3,2.5,1860,2.0,0.0,0.0,3,8,10,25
17980,2,1.0,1802,1.0,0.0,0.0,3,7,1,61
17981,5,3.0,4480,2.5,0.0,0.0,5,12,6,120
17982,2,1.0,1310,1.0,0.0,0.0,4,7,7,42
17983,3,2.5,2320,2.0,0.0,0.0,3,9,9,30
17984,2,1.0,1130,1.0,0.0,0.0,4,7,1,69
17985,3,2.5,2180,1.0,0.0,0.0,3,8,4,39
17986,3,1.5,1830,1.5,0.0,0.0,4,5,9,92
17987,3,2.75,2340,1.0,0.0,2.0,3,8,1,44
17988,3,2.5,2830,3.0,0.0,0.0,3,10,8,8
17989,3,1.0,1610,1.0,0.0,0.0,3,6,8,66
17990,5,2.75,2410,2.0,0.0,2.0,3,10,8,54
17991,4,2.75,2660,1.0,0.0,1.0,3,8,12,54
17992,3,1.0,1030,1.0,0.0,0.0,3,7,7,98
17993,3,4.0,1390,2.0,0.0,0.0,3,9,12,16
17994,3,1.75,1580,1.0,0.0,0.0,3,6,4,80
17995,3,2.75,2330,2.0,0.0,3.0,3,8,10,92
17996,3,3.25,1540,3.0,0.0,0.0,3,9,6,11
17997,3,1.0,1570,2.0,0.0,0.0,5,8,7,114
17998,4,3.0,2940,1.0,0.0,0.0,5,8,11,67
17999,3,0.75,1240,1.0,0.0,0.0,3,7,4,75
18000,3,1.0,1410,1.0,0.0,0.0,3,7,2,53
18001,4,2.5,2190,1.0,0.0,0.0,4,8,7,43
18002,3,2.5,3040,2.0,0.0,0.0,3,7,2,23
18003,4,1.75,1860,1.0,0.0,0.0,3,7,3,69
18004,3,2.5,1690,1.0,0.0,0.0,3,7,8,25
18005,3,2.75,1900,1.0,0.0,0.0,4,7,10,64
18006,3,2.5,1600,2.0,0.0,0.0,3,8,7,29
18007,6,3.0,2530,1.0,0.0,0.0,3,6,12,44
18008,3,2.25,1860,3.0,0.0,0.0,3,8,2,8
18009,3,2.25,2390,2.0,0.0,0.0,3,8,8,81
18010,4,2.5,3100,2.0,0.0,0.0,3,9,7,32
18011,5,2.25,2650,1.0,0.0,1.0,3,8,1,57
18012,3,2.0,1520,1.5,0.0,0.0,3,7,2,77
18013,2,1.0,1510,1.0,0.0,0.0,3,6,9,98
18014,4,1.75,1960,1.0,0.0,0.0,4,8,6,55
18015,4,2.75,2270,1.0,0.0,0.0,4,7,5,49
18016,2,1.0,910,1.0,0.0,0.0,4,7,8,83
18017,4,2.5,2100,1.0,0.0,0.0,4,8,3,47
18018,3,1.0,1000,1.0,0.0,0.0,3,6,6,31
18019,4,2.75,2760,1.0,0.0,0.0,3,7,7,44
18020,4,2.5,2840,2.0,0.0,0.0,3,8,6,21
18021,3,2.5,1860,2.0,0.0,0.0,3,7,12,22
18022,4,2.25,1920,1.0,0.0,0.0,4,8,8,54
18023,2,0.75,840,1.0,1.0,4.0,4,6,6,85
18024,3,1.5,2390,1.0,0.0,0.0,3,7,9,47
18025,4,2.5,2100,2.0,0.0,0.0,5,7,10,29
18026,4,3.0,2430,2.0,0.0,0.0,3,8,9,19
18027,3,2.0,1880,1.0,0.0,2.0,3,8,7,72
18028,3,1.75,1350,1.0,0.0,0.0,3,7,5,35
18029,2,2.0,2160,1.0,0.0,0.0,3,9,9,37
18030,3,1.75,1430,1.0,0.0,0.0,4,7,7,76
18031,5,1.75,2840,2.0,0.0,2.0,4,7,4,97
18032,3,0.75,2510,2.0,0.0,0.0,4,7,3,61
18033,3,1.0,1690,1.5,0.0,0.0,4,7,2,109
18034,2,2.0,1930,1.0,0.0,0.0,3,8,2,17
18035,2,1.0,720,1.0,0.0,0.0,3,6,10,81
18036,4,2.5,2990,2.0,0.0,0.0,3,11,6,32
18037,5,1.75,2300,2.0,0.0,0.0,3,7,7,117
18038,1,1.0,460,1.0,0.0,0.0,3,4,11,85
18039,2,1.75,1240,1.0,0.0,0.0,4,7,4,116
18040,4,2.5,1900,2.0,0.0,0.0,3,8,7,27
18041,3,1.75,2120,1.0,0.0,0.0,3,8,10,41
18042,4,2.5,2440,2.0,0.0,0.0,4,8,4,93
18043,4,2.25,3300,1.5,0.0,3.0,3,8,3,89
18044,2,1.0,1180,1.0,0.0,0.0,4,7,12,67
18045,1,1.0,520,1.0,0.0,0.0,3,5,12,92
18046,2,1.75,2070,1.0,0.0,0.0,3,7,10,76
18047,5,2.5,2250,1.0,0.0,0.0,4,7,12,45
18048,3,2.5,2050,2.0,0.0,2.0,3,8,7,18
18049,4,1.5,1310,1.5,0.0,0.0,4,7,4,96
18050,3,1.5,1250,1.0,0.0,0.0,4,7,9,53
18051,4,2.5,2130,1.0,0.0,0.0,3,8,9,44
18052,3,2.0,2250,1.0,0.0,0.0,4,7,6,97
18053,4,2.0,1880,1.0,0.0,0.0,3,7,6,118
18054,3,1.0,1520,1.0,0.0,0.0,3,7,7,69
18055,4,3.5,4010,2.0,0.0,0.0,3,10,10,15
18056,2,1.75,1660,1.0,0.0,0.0,3,8,12,17
18057,3,2.25,3400,2.0,0.0,0.0,3,10,10,39
18058,2,1.75,2320,1.0,0.0,0.0,5,8,7,76
18059,5,3.25,3740,2.0,0.0,0.0,4,9,3,38
18060,4,1.5,1810,1.5,0.0,0.0,3,7,2,62
18061,2,2.25,3170,2.0,0.0,2.0,5,10,6,122
18062,3,1.75,1680,1.0,0.0,0.0,4,7,12,53
18063,2,1.0,930,1.0,0.0,0.0,3,6,8,111
18064,3,2.5,2390,2.0,0.0,0.0,3,8,2,27
18065,4,2.5,2680,1.5,0.0,3.0,4,7,8,94
18066,4,1.75,1790,1.0,0.0,0.0,4,8,9,57
18067,4,3.0,1680,1.0,0.0,0.0,3,7,8,25
18068,3,1.75,1570,1.5,0.0,0.0,4,8,4,91
18069,3,1.0,2230,2.0,0.0,2.0,3,8,11,104
18070,4,2.0,1260,1.0,0.0,0.0,3,6,9,31
18071,3,2.0,1790,1.0,0.0,0.0,3,7,3,37
18072,3,2.5,2440,1.0,0.0,0.0,3,7,2,61
18073,4,2.25,2410,2.0,0.0,0.0,5,8,9,112
18074,4,2.5,1780,2.0,0.0,0.0,3,7,5,19
18075,3,2.5,1900,2.0,0.0,0.0,3,7,9,18
18076,2,1.0,960,1.0,0.0,0.0,5,6,11,72
18077,3,1.75,1640,1.0,0.0,0.0,5,7,11,55
18078,2,1.0,850,1.0,0.0,0.0,3,6,3,46
18079,3,2.75,2150,1.0,0.0,0.0,4,7,3,96
18080,4,2.5,2780,2.0,0.0,0.0,3,7,1,17
18081,3,1.0,1030,1.0,0.0,0.0,5,7,6,70
18082,3,1.75,1930,1.0,0.0,0.0,4,7,10,45
18083,3,2.5,2080,1.0,0.0,3.0,4,8,10,82
18084,4,2.5,3520,2.0,0.0,0.0,3,10,8,24
18085,2,1.0,890,1.0,0.0,0.0,3,6,6,80
18086,3,1.75,1640,1.0,0.0,0.0,4,7,3,96
18087,5,3.25,4860,2.0,0.0,2.0,4,11,5,33
18088,3,1.0,1040,1.0,0.0,0.0,3,7,5,63
18089,4,2.5,2820,2.0,0.0,0.0,3,9,12,18
18090,2,2.5,1320,1.0,0.0,0.0,3,8,4,18
18091,3,2.5,2590,2.0,0.0,0.0,3,8,6,18
18092,3,2.25,1540,1.0,0.0,0.0,2,7,12,33
18093,3,1.0,960,1.0,0.0,0.0,4,7,4,53
18094,3,2.5,1190,1.0,0.0,0.0,3,7,10,36
18095,4,2.5,2770,2.0,0.0,0.0,4,9,7,34
18096,3,1.75,1060,2.0,0.0,0.0,4,7,4,39
18097,5,3.25,4010,2.0,0.0,0.0,3,11,11,19
18098,3,2.0,1140,1.0,0.0,0.0,4,7,9,31
18099,4,1.0,1910,1.5,0.0,0.0,3,6,6,88
18100,4,2.5,2340,2.0,0.0,0.0,3,9,12,32
18101,2,1.75,1170,1.0,0.0,0.0,4,7,5,119
18102,3,1.0,1290,1.5,0.0,0.0,3,7,10,61
18103,3,2.5,1810,3.0,0.0,0.0,3,8,8,24
18104,3,2.5,1820,1.0,0.0,0.0,4,7,1,73
18105,4,1.5,2220,1.0,0.0,0.0,3,8,10,44
