,bedrooms,bathrooms,log_sqft_living,sqft_above,sqft_living15,floors,waterfront,view,condition,grade,month_sold,age
12534,3,2.5,7.560080465021827,1920,2190,2.0,0.0,0.0,3,8,8,17
12535,3,2.25,7.723120092266331,1690,3020,1.0,0.0,0.0,5,9,10,48
12536,5,2.5,7.832014180505469,1500,2030,1.0,0.0,0.0,3,7,3,41
12537,5,1.5,7.682482446534506,1230,1670,1.0,0.0,0.0,4,7,10,63
12538,4,3.5,8.107720061910534,3320,3160,2.0,0.0,0.0,3,9,9,17
12539,2,1.75,7.473069088032197,1040,1380,1.5,0.0,0.0,3,6,4,110
12540,4,2.5,7.554858521040676,1210,1690,1.0,0.0,0.0,3,7,3,35
12541,3,1.0,6.956545443151569,1050,1380,1.5,0.0,0.0,3,7,5,68
12542,4,2.5,8.086410275323782,2030,2970,1.0,0.0,2.0,3,8,2,37
12543,4,3.75,8.258422462458876,3860,3040,2.5,0.0,0.0,3,10,5,15
12544,2,1.0,6.733401891837359,840,1390,1.0,0.0,0.0,4,6,10,113
12545,4,2.5,7.673223121121708,2150,1800,2.0,0.0,0.0,4,8,5,40
12546,3,1.0,7.047517221357296,1150,1360,1.5,0.0,0.0,4,7,12,66
12547,2,2.5,7.05617528410041,1040,1650,2.0,0.0,0.0,3,8,7,10
12548,4,1.75,7.293017679772782,980,1970,1.0,0.0,0.0,3,7,6,67
12549,3,2.5,7.396335293800808,1320,1650,1.0,0.0,0.0,3,8,6,37
12550,3,1.0,6.927557906278317,1020,1290,1.0,0.0,0.0,3,7,5,66
12551,6,2.25,8.250620082174692,2440,2500,1.0,0.0,2.0,5,9,9,60
12552,4,3.25,7.783224016336037,2400,2280,2.0,0.0,0.0,4,8,5,40
12553,4,2.25,7.615791072035833,1590,1960,1.0,0.0,0.0,4,7,6,55
12554,3,1.75,7.170119543449628,1300,1850,1.0,0.0,0.0,3,7,5,39
12555,3,2.5,7.807916628926408,1520,1745,1.0,0.0,0.0,4,8,8,21
12556,3,1.0,7.1929342212158,1330,1710,1.0,0.0,0.0,4,7,9,45
12557,2,1.0,6.956545443151569,850,1850,1.0,0.0,0.0,3,7,2,73
12558,3,1.75,6.993932975223189,1090,1660,1.0,0.0,0.0,3,7,3,28
12559,4,2.5,7.6255950721324535,2050,2240,2.0,0.0,0.0,4,8,6,33
12560,3,2.0,7.396335293800808,1630,1450,1.0,0.0,0.0,5,7,7,63
12561,4,2.75,7.969011781106478,2190,2280,1.5,0.0,0.0,4,9,4,91
12562,2,1.0,6.620073206530356,750,920,1.0,0.0,0.0,3,6,10,106
12563,4,2.5,7.659171367666058,1280,2350,1.0,0.0,0.0,3,8,8,47
12564,3,2.5,7.533693709848633,1870,2170,2.0,0.0,0.0,3,7,8,13
12565,4,2.25,7.835974581721566,1690,1530,1.5,0.0,0.0,4,7,12,97
12566,2,1.75,7.098375638590786,1210,1840,1.0,0.0,0.0,3,7,6,40
12567,4,3.75,8.166216268592143,2200,2310,1.5,0.0,0.0,5,8,6,109
12568,3,2.5,7.649692623711514,2100,2100,2.0,0.0,0.0,3,8,10,23
12569,2,1.0,6.522092798170152,680,1320,1.0,0.0,0.0,4,5,11,71
12570,2,1.75,7.4205789054108005,1670,2170,1.0,0.0,0.0,3,8,10,18
12571,4,2.5,7.5652752818989315,1380,2080,1.0,0.0,0.0,3,7,4,44
12572,4,1.75,7.438383530044307,1700,1930,1.0,0.0,0.0,3,7,8,55
12573,4,2.5,7.4205789054108005,1670,1910,2.0,0.0,0.0,3,8,4,23
12574,3,1.5,7.358830898342354,1570,1400,1.5,0.0,0.0,4,6,8,91
12575,3,2.5,7.736307096548285,2290,2700,2.0,0.0,0.0,3,9,4,25
12576,3,2.5,7.512071245835466,1830,1770,2.0,0.0,0.0,3,8,2,35
12577,3,1.75,7.402451520818244,1190,1770,1.0,0.0,0.0,3,7,11,50
12578,3,1.75,7.07326971745971,1040,1430,1.0,0.0,0.0,3,7,4,93
12579,3,2.5,7.682482446534506,2170,2020,2.0,0.0,0.0,3,7,7,27
12580,3,2.25,7.506591780070841,1260,1850,1.0,0.0,0.0,3,7,5,48
12581,4,3.25,7.940939762327791,1680,2110,1.0,0.0,0.0,3,8,9,42
12582,3,2.5,7.575584651557793,1950,1980,2.0,0.0,0.0,3,8,10,35
12583,3,2.25,7.333023014386481,1050,1530,2.0,0.0,0.0,3,9,6,8
12584,3,2.5,7.90100705199242,1350,2470,1.0,0.0,3.0,4,7,6,63
12585,4,3.0,7.926602599181384,2180,1820,2.0,0.0,0.0,3,9,9,8
12586,2,2.5,7.237059026124737,1130,1400,2.0,0.0,0.0,3,8,4,16
12587,5,2.25,7.649692623711514,1600,2100,1.0,0.0,0.0,3,8,7,48
12588,3,1.5,7.444248649496705,1710,1530,2.0,0.0,0.0,4,7,3,102
12589,3,1.75,7.31986492980897,1510,1510,1.0,0.0,0.0,3,7,2,53
12590,3,1.0,7.495541943884256,900,1400,1.0,0.0,2.0,4,9,10,95
12591,3,2.25,7.2078598714324755,1050,1350,2.0,0.0,0.0,3,8,8,15
12592,2,2.0,7.352441100243583,1560,1855,1.0,0.0,0.0,3,8,5,18
12593,4,2.5,7.953669778649798,1976,1696,1.5,0.0,0.0,3,8,7,22
12594,2,1.0,7.3901814282264295,920,1330,1.0,0.0,0.0,4,7,11,98
12595,3,1.0,7.484368643286131,1050,1260,1.5,0.0,0.0,5,6,11,78
12596,4,2.5,7.691656822810547,2190,2190,2.0,0.0,0.0,3,7,10,18
12597,3,3.25,7.27931883541462,1100,1450,2.0,0.0,0.0,3,8,9,13
12598,4,3.0,8.166216268592143,3520,3260,2.0,0.0,2.0,4,10,10,41
12599,3,1.75,7.687080155783135,2180,2300,2.0,0.0,0.0,3,9,11,32
12600,3,3.0,7.506591780070841,1620,1440,1.5,0.0,0.0,4,8,3,108
12601,2,1.0,6.579251212010101,720,1560,1.0,0.0,0.0,3,6,12,102
12602,3,1.0,7.27931883541462,1050,1510,1.0,0.0,0.0,3,6,6,64
12603,4,3.0,7.8898337513942955,2670,2300,2.0,0.0,2.0,3,7,9,106
12604,3,2.0,7.408530566894626,1250,1860,1.0,0.0,0.0,4,7,11,65
12605,3,1.0,6.917705609835305,1010,1190,1.0,0.0,0.0,4,6,12,61
12606,4,2.0,7.450079569807499,860,1100,1.0,0.0,0.0,4,7,8,73
12607,3,2.5,7.081708586105575,1190,1190,2.0,0.0,0.0,3,7,5,20
12608,3,2.75,7.795646536334594,1530,2230,1.0,0.0,0.0,3,9,12,34
12609,4,2.5,7.843848638152472,2550,2550,2.0,0.0,0.0,3,7,7,13
12610,3,2.5,7.948031990637284,2830,2830,3.0,1.0,4.0,3,10,3,16
12611,2,1.5,7.05617528410041,1160,1410,2.0,0.0,0.0,3,7,2,39
12612,3,2.5,7.90100705199242,2700,3270,2.0,0.0,0.0,3,9,4,8
12613,3,1.75,7.560080465021827,1920,1920,1.0,0.0,0.0,3,7,12,54
12614,3,2.75,7.882314918980268,1470,1950,1.0,0.0,0.0,4,7,1,47
12615,2,1.75,7.2078598714324755,1350,1350,1.0,0.0,0.0,3,8,5,18
12616,4,3.5,8.499029220788566,3110,4560,1.5,0.0,0.0,3,11,5,15
12617,3,1.75,7.3777589082278725,1600,2210,1.0,0.0,0.0,5,8,8,59
12618,2,1.75,7.122866658599083,1240,1800,1.0,0.0,0.0,5,7,6,98
12619,4,2.75,7.824046010856292,1490,2830,1.0,0.0,2.0,3,9,2,43
12620,3,2.25,7.306531398939505,1490,1750,2.0,0.0,0.0,3,7,3,13
12621,3,1.75,7.600902459542082,2000,2000,1.5,0.0,0.0,4,8,8,63
12622,3,1.75,7.517520850603031,1440,1840,1.0,0.0,0.0,4,7,3,44
12623,4,2.75,7.432483807917119,1400,1820,1.5,0.0,0.0,3,7,10,77
12624,4,1.0,7.299797366758161,1480,2380,1.5,0.0,0.0,4,7,10,108
12625,4,2.5,7.919356190660617,2750,2500,2.0,0.0,0.0,3,8,3,28
12626,2,1.0,6.856461984594587,950,2040,1.5,0.0,0.0,3,7,12,97
12627,3,1.5,7.286191714702382,980,2180,1.0,0.0,2.0,4,7,4,82
12628,2,1.5,6.779921907472252,880,1070,2.0,0.0,0.0,3,7,5,15
12629,3,3.5,7.965545573129992,1690,2530,1.0,0.0,0.0,3,8,11,42
12630,3,1.5,7.365180126021013,1580,1400,1.0,0.0,0.0,4,6,9,65
12631,3,2.5,7.779048644925556,2390,2070,2.0,0.0,0.0,3,8,2,27
12632,5,3.75,8.23217423638394,2780,2950,2.0,0.0,0.0,3,9,10,8
12633,2,1.0,7.1308988302963465,1250,1180,1.0,0.0,0.0,3,7,11,74
12634,3,1.5,7.533693709848633,1870,1820,2.0,0.0,2.0,3,7,11,116
12635,3,2.5,7.495541943884256,1800,1650,2.0,0.0,0.0,3,8,11,35
12636,6,1.75,7.709756864454165,1390,2110,1.0,0.0,0.0,3,7,3,53
12637,5,2.5,7.8709295967551425,1400,2390,1.0,0.0,0.0,3,7,2,43
12638,5,1.75,7.828038032125829,2010,2240,1.5,0.0,0.0,5,8,8,102
12639,2,1.0,6.813444599510896,910,1480,1.0,0.0,0.0,3,6,6,65
12640,3,2.5,7.506591780070841,1820,1870,2.0,0.0,0.0,3,7,12,23
12641,5,4.25,8.273846932784508,3000,3000,2.0,0.0,0.0,3,9,3,22
12642,3,2.25,7.958576903813898,2290,2030,1.0,0.0,1.0,5,8,8,66
12643,3,1.75,7.649692623711514,2100,1330,1.0,0.0,0.0,3,7,8,39
12644,4,1.75,7.549609165154532,1900,2220,1.0,0.0,0.0,4,8,9,56
12645,4,3.25,8.035926369891792,3090,2020,2.0,0.0,4.0,3,9,5,99
12646,2,1.0,6.646390514847729,770,1120,1.0,0.0,0.0,3,6,10,74
12647,4,2.5,7.906915488678587,2716,2580,2.0,0.0,0.0,3,9,11,8
12648,3,2.5,8.034955024502159,3087,2927,2.0,0.0,0.0,3,8,11,8
12649,3,2.25,7.649692623711514,1320,2380,2.0,0.0,0.0,3,10,12,43
12650,3,2.25,7.832014180505469,1590,2000,2.0,0.0,0.0,3,9,9,17
12651,4,2.5,7.933796874815411,2790,2990,2.0,0.0,0.0,3,9,3,19
12652,3,2.5,7.948031990637284,2830,2500,2.0,0.0,0.0,3,9,5,21
12653,4,3.5,8.32845106681936,3160,2640,2.0,0.0,0.0,3,10,6,19
12654,3,2.5,7.886081401775745,2660,1840,2.0,0.0,0.0,3,8,5,8
12655,4,2.75,8.07402621612406,1610,2100,1.0,0.0,0.0,4,8,3,33
12656,5,2.75,8.245384468120747,3810,2110,2.0,0.0,0.0,3,10,3,8
12657,5,4.75,8.596004371840527,5050,3750,2.0,0.0,0.0,4,10,11,81
12658,3,2.5,7.478734825567875,1600,1680,3.0,0.0,0.0,3,8,5,15
12659,3,2.5,7.333023014386481,1530,1720,2.0,0.0,0.0,3,8,2,27
12660,5,1.75,7.570443252057374,1940,2300,1.5,0.0,0.0,4,7,4,69
12661,4,2.75,7.799753318287247,1200,1790,1.0,0.0,0.0,3,7,9,59
12662,5,3.25,8.180320874773685,3570,2690,2.0,0.0,0.0,3,7,7,17
12663,3,1.0,6.835184586147301,930,1210,1.0,0.0,0.0,4,6,4,96
12664,3,2.25,8.013012110368916,1980,1150,3.0,0.0,2.0,3,8,3,28
12665,3,2.0,7.640123172695364,1040,1620,1.0,0.0,0.0,5,7,5,68
12666,3,1.0,7.170119543449628,920,1530,1.0,0.0,0.0,3,7,2,72
12667,3,2.5,7.77485576666552,2380,2450,2.0,0.0,0.0,4,8,8,27
12668,3,1.5,7.365180126021013,900,1580,1.0,0.0,0.0,4,8,8,76
12669,2,1.75,6.877296071497429,970,1340,1.0,0.0,0.0,4,7,9,78
12670,2,2.5,7.926602599181384,2770,1870,2.0,0.0,0.0,3,8,6,16
12671,2,1.75,7.064759027791802,740,1570,1.0,0.0,0.0,4,7,5,119
12672,4,2.5,7.709756864454165,2230,2800,2.0,0.0,0.0,3,7,5,16
12673,3,3.5,7.799753318287247,1970,2440,2.0,0.0,0.0,3,7,4,22
12674,4,2.0,7.512071245835466,1830,1760,1.5,0.0,0.0,3,7,1,71
12675,4,1.0,7.402451520818244,1460,1230,1.5,0.0,0.0,4,7,2,94
12676,3,1.0,7.1929342212158,1330,1490,2.0,0.0,0.0,2,6,8,55
12677,3,1.75,7.114769448366463,1010,1170,2.0,0.0,0.0,3,8,1,18
12678,2,2.25,7.038783541388542,1140,1140,3.0,0.0,0.0,3,8,11,23
12679,2,1.0,7.3777589082278725,1600,1580,1.0,0.0,0.0,3,7,7,75
12680,4,1.0,7.414572881350589,1180,1120,1.5,0.0,0.0,4,7,1,102
12681,4,2.75,7.696212639346407,1100,1390,1.0,0.0,0.0,5,8,7,67
12682,3,2.5,7.7664168980196555,2360,2290,2.0,0.0,0.0,3,7,9,19
12683,3,1.75,7.106606137727303,620,1660,1.0,0.0,0.0,3,6,8,117
12684,4,1.5,7.122866658599083,1240,1240,1.0,0.0,0.0,3,7,5,51
12685,4,3.0,8.616133139271142,3570,3770,2.0,0.0,3.0,3,9,5,14
12686,4,2.25,7.575584651557793,1450,1840,1.0,0.0,1.0,3,8,2,65
12687,3,2.25,7.038783541388542,1140,1140,3.0,0.0,0.0,3,8,10,15
12688,3,1.75,7.326465613840322,1140,1910,1.0,0.0,0.0,3,7,11,47
12689,3,2.5,7.787382026484701,2410,3370,2.0,0.0,0.0,3,9,12,33
12690,4,3.0,7.7664168980196555,1460,2500,1.0,0.0,2.0,3,7,6,62
12691,3,2.25,7.570443252057374,1520,1910,1.0,0.0,0.0,3,7,7,35
12692,5,4.5,8.361708288575842,4280,2990,2.0,0.0,0.0,3,10,8,8
12693,4,2.5,8.17188200612782,3540,4130,2.0,0.0,0.0,3,10,12,26
12694,3,2.5,7.438383530044307,1700,1720,2.0,0.0,0.0,3,8,9,25
12695,4,2.0,8.0519780789023,1940,3300,1.0,0.0,1.0,3,7,6,83
12696,4,2.25,7.5652752818989315,1930,1930,1.0,0.0,0.0,4,8,9,48
12697,6,2.75,8.11969625295725,2040,2190,1.0,0.0,0.0,5,7,2,60
12698,3,2.5,7.371489295214277,1590,1790,2.0,0.0,0.0,3,7,8,30
12699,3,2.25,7.478734825567875,1770,1650,2.0,0.0,0.0,3,7,5,45
12700,2,1.0,6.646390514847729,770,1670,1.0,0.0,0.0,3,7,4,72
12701,5,3.5,8.410720946905721,3580,4495,2.0,0.0,0.0,3,9,3,9
12702,3,2.5,7.539027055823995,1880,2130,2.0,0.0,0.0,3,8,3,29
12703,4,2.5,7.615791072035833,1730,1980,1.5,0.0,0.0,4,8,12,101
12704,4,2.5,8.009695357742922,3010,2810,2.0,0.0,0.0,3,8,1,17
12705,7,4.25,8.207946941048617,2800,2010,2.0,0.0,1.0,3,8,6,58
12706,4,3.5,7.962067308753666,2070,1770,2.0,0.0,3.0,3,9,10,16
12707,3,2.0,7.762170607138205,2350,2270,1.5,0.0,0.0,3,7,12,39
12708,4,2.5,7.8160138391590275,2480,2940,2.0,0.0,2.0,3,8,3,28
12709,3,1.5,7.299797366758161,1480,1140,1.0,0.0,0.0,5,7,8,62
12710,3,1.75,7.396335293800808,1630,2260,1.0,0.0,0.0,3,8,5,55
12711,3,1.75,7.272398392570047,1180,1570,1.0,0.0,0.0,3,7,8,43
12712,5,2.75,7.8709295967551425,1350,1940,1.0,0.0,0.0,5,8,9,43
12713,3,1.5,7.346010209913293,1330,1150,1.0,0.0,0.0,3,6,2,42
12714,4,2.5,8.312135107648412,4073,1780,2.0,0.0,0.0,3,8,5,14
12715,3,2.0,7.517520850603031,1840,1280,2.0,0.0,0.0,3,7,3,10
12716,3,2.5,8.04237800517328,3110,2220,2.0,0.0,0.0,3,9,10,21
12717,3,2.0,7.326465613840322,1520,1800,1.0,0.0,0.0,3,8,7,26
12718,4,2.5,7.937374696163295,2800,1880,2.0,0.0,0.0,3,8,12,19
12719,4,3.0,7.691656822810547,1520,3050,1.0,0.0,0.0,3,9,8,33
12720,4,2.5,7.783224016336037,2400,2070,2.0,0.0,0.0,3,8,4,23
12721,4,2.0,7.24422751560335,1400,1620,2.0,0.0,0.0,3,7,10,36
12722,3,1.75,7.365180126021013,790,1330,1.0,0.0,0.0,5,7,8,78
12723,4,2.25,7.9724660159745655,1990,1850,2.0,0.0,0.0,3,7,12,75
12724,3,1.75,7.635303886259415,1420,2011,1.0,0.0,0.0,4,7,5,49
12725,2,2.5,7.215239978730097,1050,1430,2.0,0.0,0.0,3,8,5,25
12726,3,1.75,7.832014180505469,1260,1360,1.0,0.0,0.0,3,8,8,65
12727,3,1.75,7.003065458786462,1100,1700,1.0,0.0,0.0,3,7,10,41
12728,3,1.75,7.3901814282264295,1310,1580,1.0,0.0,0.0,3,7,5,34
12729,3,2.25,7.3395376954076745,1540,1510,3.0,0.0,0.0,3,8,12,14
12730,3,2.5,7.382746449738912,1608,2009,2.0,0.0,0.0,3,8,4,9
12731,3,3.25,7.299797366758161,1180,1330,2.0,0.0,0.0,3,8,12,9
12732,3,1.75,7.293017679772782,1470,1720,1.0,0.0,0.0,3,8,3,35
12733,4,4.5,8.308938252595778,4060,1830,2.0,0.0,0.0,3,10,1,15
12734,4,2.5,7.832014180505469,1670,2290,2.0,0.0,0.0,5,8,12,97
12735,2,1.5,6.721425700790643,830,1540,2.0,0.0,0.0,3,7,11,17
12736,4,1.75,7.549609165154532,1900,1530,1.0,0.0,0.0,5,6,6,64
12737,5,3.5,8.34283980427146,3140,3300,2.0,0.0,0.0,3,9,10,10
12738,3,2.5,7.426549072397305,1680,1950,3.0,0.0,0.0,3,9,5,113
12739,3,2.75,8.199738960630786,2060,3110,1.0,0.0,0.0,4,9,2,43
12740,3,1.75,7.4673710669175595,1750,2060,1.0,0.0,1.0,4,8,10,66
12741,3,2.5,7.912056888179006,2730,2710,2.0,0.0,0.0,3,9,2,24
12742,3,3.25,8.224163512637862,3730,3730,2.0,0.0,0.0,3,9,3,33
12743,2,2.25,7.122866658599083,1150,1240,2.0,0.0,0.0,3,7,10,13
12744,3,2.25,7.691656822810547,2190,2970,1.0,0.0,0.0,3,8,7,32
12745,5,2.75,7.948031990637284,1710,2460,1.0,0.0,0.0,4,7,11,62
12746,5,3.0,8.15478757276852,3480,3030,2.0,0.0,0.0,4,8,5,58
12747,4,2.5,8.04237800517328,3110,2950,2.0,0.0,0.0,3,8,4,21
12748,3,2.5,7.9157131993821155,2740,2740,2.0,0.0,0.0,3,9,1,24
12749,3,1.75,7.24422751560335,1400,1660,1.0,0.0,0.0,4,7,7,38
12750,4,2.5,7.908387159290043,2720,2570,2.0,0.0,0.0,3,9,12,33
12751,2,1.0,6.927557906278317,1020,1200,1.0,0.0,0.0,4,6,6,74
12752,3,1.75,7.807916628926408,1230,2860,1.0,0.0,0.0,4,7,8,84
12753,4,2.5,7.8709295967551425,1520,1880,1.0,0.0,0.0,5,7,11,67
12754,4,1.0,7.215239978730097,1360,1570,1.0,0.0,0.0,3,7,9,74
12755,2,1.5,7.1853870155804165,1100,1340,2.0,0.0,0.0,3,8,7,14
12756,3,2.25,7.473069088032197,1760,1960,2.0,0.0,0.0,3,8,5,34
12757,4,2.0,7.170119543449628,1300,1560,1.0,0.0,0.0,3,7,5,72
12758,3,1.5,7.615791072035833,1310,1330,1.0,0.0,0.0,4,7,7,53
12759,4,1.5,7.512071245835466,1080,1650,1.0,0.0,0.0,3,7,12,55
12760,3,1.75,7.52294091807237,1850,1160,1.0,0.0,0.0,3,7,8,57
12761,4,1.0,7.22983877815125,1190,1380,1.0,0.0,0.0,3,7,8,94
12762,3,1.75,7.272398392570047,1440,1440,1.0,0.0,0.0,4,8,7,56
12763,3,2.75,8.271292652979412,1970,3480,1.0,0.0,0.0,5,9,2,73
12764,4,1.75,7.718685495198466,2250,2050,1.0,0.0,0.0,4,8,12,55
12765,5,3.75,8.371010681238156,4320,1920,2.0,1.0,4.0,3,8,12,84
12766,4,2.5,7.668561108015897,2140,2120,2.0,0.0,0.0,3,8,9,37
12767,3,2.5,7.828038032125829,2510,2690,2.0,0.0,0.0,4,8,2,21
12768,3,1.5,7.146772179452637,1080,1360,2.0,0.0,0.0,3,7,6,18
12769,3,1.0,7.3395376954076745,1540,1560,1.0,0.0,0.0,4,7,2,72
12770,3,2.5,7.668561108015897,2140,2380,2.0,0.0,0.0,4,8,10,32
12771,3,3.25,8.573573524852344,4540,3750,2.0,0.0,0.0,4,11,10,34
12772,3,1.75,7.484368643286131,1210,1780,1.0,0.0,0.0,3,7,6,46
12773,3,2.25,7.640123172695364,2080,3730,2.0,0.0,0.0,3,8,1,32
12774,5,2.75,7.979338895262328,2920,2520,2.0,0.0,0.0,3,8,9,15
12775,3,2.25,7.365180126021013,1580,1250,3.0,0.0,0.0,3,8,4,7
12776,4,2.5,7.851661177889265,1590,2120,1.0,0.0,0.0,4,8,6,43
12777,3,1.75,7.600902459542082,2000,2620,1.0,0.0,0.0,4,8,3,64
12778,4,1.5,7.673223121121708,2150,2150,1.0,0.0,0.0,4,7,1,72
12779,4,1.0,7.2078598714324755,1350,1940,1.5,0.0,0.0,4,7,7,58
12780,3,1.75,7.402451520818244,1640,1850,1.0,0.0,0.0,4,7,7,56
12781,4,2.5,7.908387159290043,2720,1940,2.0,0.0,0.0,3,8,4,7
12782,3,1.75,7.4673710669175595,1230,1480,1.5,0.0,0.0,4,7,8,93
12783,4,2.5,7.554858521040676,1910,2210,2.0,0.0,0.0,3,8,8,28
12784,6,4.25,8.62155320674048,4270,3480,2.0,0.0,2.0,3,11,2,8
12785,3,1.75,7.268920128193722,1435,2030,1.0,0.0,0.0,4,8,4,53
12786,3,0.75,7.122866658599083,1240,1460,1.0,0.0,0.0,4,7,1,54
12787,4,2.0,7.299797366758161,740,1480,1.0,0.0,0.0,5,6,5,112
12788,5,2.75,8.013012110368916,3020,2250,2.0,0.0,0.0,3,9,4,15
12789,3,2.25,7.799753318287247,2090,2150,2.0,0.0,0.0,3,8,7,31
12790,1,1.0,6.866933284461882,760,1620,1.0,0.0,0.0,3,7,6,114
12791,4,2.25,7.484368643286131,1780,2360,2.0,0.0,0.0,3,8,5,51
12792,4,3.75,8.391629968440892,4410,2160,3.0,0.0,3.0,3,11,9,21
12793,2,1.0,7.098375638590786,1210,1620,1.0,0.0,0.0,3,7,4,69
12794,3,2.25,7.77485576666552,1650,2000,2.0,0.0,0.0,5,9,3,91
12795,3,1.75,7.383989457978509,1610,2010,1.0,0.0,0.0,3,8,5,41
12796,3,1.0,7.170119543449628,1300,1290,1.0,0.0,0.0,4,7,6,62
12797,2,1.0,6.709304340258298,820,1520,1.0,0.0,0.0,4,6,5,106
12798,3,1.75,7.27931883541462,1450,2256,1.0,0.0,0.0,4,8,4,46
12799,3,2.0,7.1853870155804165,1320,1420,1.0,0.0,0.0,3,7,10,35
12800,4,2.5,7.753623546559746,2330,2430,2.0,0.0,0.0,3,8,6,24
12801,2,1.75,7.038783541388542,940,1160,2.0,0.0,0.0,3,8,7,8
12802,4,2.25,7.598399329323964,1995,1880,2.0,0.0,0.0,4,8,7,41
12803,3,1.0,6.756932389247553,860,980,1.0,0.0,0.0,3,6,8,62
12804,3,1.75,7.484368643286131,1280,1780,1.0,0.0,0.0,3,7,6,41
12805,3,1.75,7.24422751560335,1400,1440,2.0,0.0,0.0,3,6,8,74
12806,4,2.25,7.874739125171811,2630,2270,2.0,0.0,0.0,3,9,6,43
12807,4,2.5,8.045588280803528,3120,2980,2.0,0.0,0.0,3,9,3,24
12808,4,3.5,8.143226750367445,2560,3090,2.0,0.0,0.0,3,11,4,16
12809,3,1.5,6.975413927455952,1070,1030,1.0,0.0,0.0,3,6,4,37
12810,3,2.5,7.635303886259415,2070,1880,2.0,0.0,0.0,3,8,3,9
12811,3,1.75,7.170119543449628,1300,1930,1.0,0.0,0.0,3,7,8,60
12812,3,1.5,7.02108396428914,1120,1320,1.0,0.0,0.0,4,7,10,65
12813,3,2.75,7.1853870155804165,880,1490,1.0,0.0,0.0,3,7,5,27
12814,3,1.75,7.644919344958857,1390,1790,1.0,0.0,0.0,3,7,11,66
12815,2,1.75,7.286191714702382,1460,1340,1.0,0.0,0.0,3,7,4,42
12816,3,2.25,7.878534196140362,2640,2650,1.0,0.0,0.0,3,10,10,27
12817,3,1.75,7.478734825567875,1130,1900,1.0,0.0,0.0,3,7,9,70
12818,3,2.0,7.177782416195197,1310,1310,1.0,0.0,0.0,3,7,2,28
12819,3,1.5,7.649692623711514,2100,1300,1.0,0.0,0.0,4,7,10,68
12820,4,1.75,7.512071245835466,1060,1990,1.0,0.0,0.0,3,7,9,60
12821,4,1.75,7.27931883541462,1180,1450,1.5,0.0,0.0,3,7,6,60
12822,3,2.25,7.122866658599083,1240,1470,3.0,0.0,0.0,3,8,12,8
12823,3,2.25,7.595889917718538,1990,1280,3.0,0.0,0.0,3,9,3,10
12824,3,2.75,8.268731832117737,3460,2460,2.0,0.0,0.0,3,6,8,55
12825,3,2.5,8.125630988477065,2200,2060,2.0,0.0,0.0,3,8,11,23
12826,3,2.5,8.101677747454572,1650,1950,1.0,0.0,0.0,5,8,8,61
12827,4,2.0,7.687080155783135,1280,2190,1.0,0.0,0.0,4,8,7,53
12828,2,1.0,6.633318433280377,760,1360,1.0,0.0,0.0,3,6,4,80
12829,3,2.0,7.549609165154532,1900,1900,1.0,0.0,0.0,3,7,6,31
12830,3,1.0,7.27931883541462,1450,1170,1.0,0.0,0.0,4,7,5,69
12831,5,2.75,8.03268487596762,3080,3080,2.0,0.0,0.0,3,9,3,20
12832,5,2.5,7.938445551164788,2803,1810,1.0,0.0,0.0,3,8,5,59
12833,4,3.0,8.0519780789023,2140,2760,1.0,0.0,0.0,3,9,8,33
12834,3,2.0,7.396335293800808,1630,2030,1.0,0.0,0.0,3,10,6,16
12835,3,1.5,7.489970898834801,1790,1960,1.5,0.0,1.0,3,7,6,112
12836,3,3.5,7.727535110475448,1880,1760,2.0,0.0,0.0,3,8,8,26
12837,3,1.0,6.877296071497429,970,1160,1.0,0.0,0.0,3,6,12,94
12838,4,4.0,8.517193191416238,5000,4560,3.0,0.0,2.0,3,12,1,20
12839,3,2.5,7.146772179452637,1080,1630,2.0,0.0,0.0,3,7,4,14
12840,3,2.5,7.897296472595885,2690,3610,2.0,0.0,3.0,3,10,11,25
12841,4,2.5,7.570443252057374,1940,2050,2.0,0.0,0.0,3,8,10,25
12842,4,2.75,8.122668023346407,3370,3700,2.0,0.0,0.0,3,10,6,31
12843,4,2.0,7.757906208351747,1270,1600,1.0,0.0,0.0,5,8,11,69
12844,2,1.0,6.813444599510896,910,1240,1.0,0.0,0.0,4,6,6,74
12845,2,1.0,7.106606137727303,1220,1580,1.5,0.0,0.0,4,6,12,114
12846,4,2.5,7.762170607138205,2150,2240,2.0,0.0,0.0,3,9,5,99
12847,3,2.25,7.07326971745971,1180,1860,2.0,0.0,0.0,3,7,9,35
12848,3,2.5,7.432483807917119,1690,2250,2.0,0.0,0.0,3,7,4,14
12849,3,1.75,7.517520850603031,1310,1860,1.0,0.0,0.0,3,8,7,46
12850,3,2.75,8.080237416216702,2680,3100,2.0,0.0,0.0,3,9,4,8
12851,2,1.0,6.697034247666484,810,1140,1.0,0.0,0.0,4,6,7,99
12852,3,1.0,7.098375638590786,1210,1070,1.0,0.0,0.0,4,6,5,73
12853,3,2.25,7.313220387090301,1500,1470,2.0,0.0,0.0,3,7,3,36
12854,3,1.5,7.528331766707247,1860,1670,2.0,0.0,1.0,5,7,9,70
12855,4,2.0,7.580699752224563,1260,1670,1.5,0.0,0.0,4,7,11,96
12856,3,1.0,6.779921907472252,880,1690,1.0,0.0,0.0,3,6,4,61
12857,3,2.5,7.346010209913293,1550,2095,2.0,0.0,0.0,3,7,5,11
